0.0000	6051.0	195.00	4.0000			
0.12500	5976.0	196.00	0.0000			
0.25000	6228.0	238.00	0.0000			
0.37500	6375.0	309.00	1.0000			
0.50000	6401.0	351.00	4.0000			
0.62500	6358.0	427.00	1.0000			
0.75000	6295.0	537.00	1.0000			
0.87500	6010.0	701.00	3.0000			
1.0000	5489.0	885.00	2.0000			
1.1250	5142.0	1143.0	7.0000			
1.2500	4419.0	1380.0	3.0000			
1.3750	3884.0	1866.0	5.0000			
1.5000	3450.0	2129.0	13.000			
1.6250	2877.0	2616.0	10.000			
1.7500	2496.0	3125.0	7.0000			
1.8750	2129.0	3434.0	8.0000			
2.0000	1876.0	3983.0	26.000			
2.1250	1660.0	4209.0	41.000			
2.2500	1359.0	4510.0	25.000			
2.3750	1202.0	4664.0	29.000			
2.5000	1043.0	4601.0	41.000			
2.6250	938.00	4629.0	52.000			
2.7500	826.00	4624.0	76.000			
2.8750	709.00	4334.0	96.000			
3.0000	614.00	4184.0	127.00			
3.1250	574.00	3849.0	149.00			
3.2500	536.00	3522.0	200.00			
3.3750	418.00	3150.0	228.00			
3.5000	423.00	2805.0	315.00			
3.6250	364.00	2590.0	378.00			
3.7500	341.00	2379.0	437.00			
3.8750	334.00	2167.0	594.00			
4.0000	283.00	1794.0	632.00			
4.1250	297.00	1688.0	809.00			
4.2500	229.00	1474.0	871.00			
4.3750	234.00	1316.0	1083.0			
4.5000	205.00	1143.0	1213.0			
4.6250	178.00	1051.0	1307.0			
4.7500	185.00	914.00	1500.0			
4.8750	187.00	871.00	1616.0			
5.0000	166.00	767.00	1739.0			
5.1250	163.00	718.00	1877.0			
5.2500	132.00	579.00	2047.0			
5.3750	131.00	526.00	2179.0			
5.5000	122.00	482.00	2317.0			
5.6250	143.00	418.00	2323.0			
5.7500	128.00	401.00	2465.0			
5.8750	81.000	394.00	2515.0			
6.0000	98.000	323.00	2581.0			
6.1250	106.00	299.00	2617.0			
6.2500	108.00	302.00	2485.0			
6.3750	85.000	270.00	2638.0			
6.5000	95.000	247.00	2590.0			
6.6250	94.000	195.00	2502.0			
6.7500	73.000	202.00	2370.0			
6.8750	64.000	181.00	2323.0			
7.0000	65.000	169.00	2225.0			
7.1250	75.000	147.00	2268.0			
7.2500	49.000	153.00	2217.0			
7.3750	71.000	142.00	2089.0			
7.5000	62.000	137.00	2060.0			
7.6250	54.000	122.00	1881.0			
7.7500	65.000	97.000	1825.0			
7.8750	63.000	80.000	1713.0			
8.0000	47.000	87.000	1740.0			
8.1250	55.000	91.000	1619.0			
8.2500	49.000	86.000	1510.0			
8.3750	40.000	99.000	1372.0			
8.5000	52.000	77.000	1408.0			
8.6250	53.000	68.000	1263.0			
8.7500	39.000	73.000	1220.0			
8.8750	33.000	66.000	1130.0			
9.0000	43.000	62.000	1112.0			
9.1250	37.000	46.000	1005.0			
9.2500	24.000	45.000	951.00			
9.3750	29.000	44.000	953.00			
9.5000	31.000	47.000	865.00			
9.6250	37.000	43.000	867.00			
9.7500	42.000	42.000	747.00			
9.8750	22.000	39.000	753.00			
10.000	38.000	33.000	687.00			
10.125	28.000	46.000	666.00			
10.250	26.000	41.000	616.00			
10.375	33.000	39.000	563.00			
10.500	28.000	28.000	560.00			
10.625	24.000	35.000	497.00			
10.750	28.000	37.000	479.00			
10.875	26.000	29.000	458.00			
11.000	34.000	24.000	441.00			
11.125	22.000	27.000	437.00			
11.250	26.000	30.000	385.00			
11.375	24.000	28.000	340.00			
11.500	13.000	21.000	350.00			
11.625	21.000	18.000	310.00			
11.750	23.000	18.000	336.00			
11.875	21.000	22.000	294.00			
12.000	27.000	23.000	290.00			
12.125	25.000	17.000	235.00			
12.250	16.000	11.000	260.00			
12.375	18.000	15.000	236.00			
12.500	22.000	15.000	251.00			
12.625	22.000	15.000	224.00			
12.750	20.000	17.000	202.00			
12.875	13.000	17.000	183.00			
13.000	27.000	15.000	185.00			
13.125	22.000	12.000	193.00			
13.250	19.000	21.000	173.00			
13.375	26.000	13.000	183.00			
13.500	15.000	7.0000	161.00			
13.625	15.000	23.000	184.00			
13.750	19.000	14.000	141.00			
13.875	22.000	21.000	135.00			
14.000	18.000	13.000	128.00			
14.125	10.000	12.000	130.00			
14.250	11.000	18.000	122.00			
14.375	5.0000	17.000	150.00			
14.500	11.000	17.000	113.00			
14.625	15.000	15.000	120.00			
14.750	8.0000	12.000	117.00			
14.875	14.000	8.0000	98.000			
15.000	11.000	12.000	88.000			
15.125	11.000	10.000	89.000			
15.250	11.000	8.0000	84.000			
15.375	6.0000	8.0000	102.00			
15.500	8.0000	11.000	67.000			
15.625	19.000	14.000	71.000			
15.750	10.000	8.0000	78.000			
15.875	8.0000	11.000	68.000			
16.000	12.000	10.000	65.000			
16.125	10.000	11.000	60.000			
16.250	11.000	9.0000	48.000			
16.375	24.000	8.0000	71.000			
16.500	7.0000	5.0000	65.000			
16.625	17.000	6.0000	70.000			
16.750	7.0000	6.0000	58.000			
16.875	16.000	4.0000	60.000			
17.000	11.000	8.0000	58.000			
17.125	7.0000	9.0000	58.000			
17.250	14.000	5.0000	57.000			
17.375	13.000	10.000	55.000			
17.500	3.0000	6.0000	48.000			
17.625	11.000	6.0000	52.000			
17.750	6.0000	4.0000	53.000			
17.875	7.0000	5.0000	42.000			
18.000	5.0000	7.0000	53.000			
18.125	7.0000	7.0000	46.000			
18.250	9.0000	5.0000	42.000			
18.375	15.000	6.0000	48.000			
18.500	10.000	3.0000	34.000			
18.625	10.000	4.0000	41.000			
18.750	9.0000	3.0000	34.000			
18.875	11.000	4.0000	38.000			
19.000	7.0000	5.0000	35.000			
19.125	6.0000	7.0000	27.000			
19.250	12.000	3.0000	29.000			
19.375	4.0000	4.0000	30.000			
19.500	9.0000	3.0000	23.000			
19.625	4.0000	5.0000	34.000			
19.750	10.000	5.0000	38.000			
19.875	13.000	2.0000	32.000			
20.000	11.000	7.0000	33.000			
20.125	8.0000	7.0000	22.000			
20.250	13.000	5.0000	18.000			
20.375	10.000	3.0000	30.000			
20.500	8.0000	5.0000	14.000			
20.625	6.0000	3.0000	26.000			
20.750	7.0000	4.0000	18.000			
20.875	9.0000	5.0000	27.000			
21.000	6.0000	1.0000	20.000			
21.125	7.0000	2.0000	16.000			
21.250	5.0000	6.0000	19.000			
21.375	4.0000	2.0000	19.000			
21.500	13.000	4.0000	24.000			
21.625	11.000	1.0000	14.000			
21.750	4.0000	6.0000	21.000			
21.875	4.0000	2.0000	24.000			
22.000	12.000	3.0000	21.000			
22.125	10.000	4.0000	26.000			
22.250	4.0000	1.0000	22.000			
22.375	7.0000	4.0000	23.000			
22.500	8.0000	3.0000	26.000			
22.625	7.0000	3.0000	23.000			
22.750	4.0000	0.0000	19.000			
22.875	8.0000	4.0000	19.000			
23.000	8.0000	2.0000	19.000			
23.125	10.000	0.0000	16.000			
23.250	9.0000	3.0000	9.0000			
23.375	3.0000	6.0000	11.000			
23.500	10.000	2.0000	14.000			
23.625	4.0000	1.0000	13.000			
23.750	3.0000	2.0000	8.0000			
23.875	4.0000	2.0000	13.000			
24.000	6.0000	1.0000	14.000			
24.125	9.0000	1.0000	13.000			
24.250	5.0000	2.0000	9.0000			
24.375	2.0000	1.0000	8.0000			
24.500	11.000	2.0000	13.000			
24.625	3.0000	4.0000	13.000			
24.750	6.0000	4.0000	10.000			
24.875	6.0000	3.0000	17.000			
25.000	7.0000	2.0000	14.000			
25.125	2.0000	2.0000	14.000			
25.250	5.0000	2.0000	11.000			
25.375	2.0000	3.0000	14.000			
25.500	5.0000	3.0000	11.000			
25.625	5.0000	3.0000	11.000			
25.750	4.0000	2.0000	15.000			
25.875	7.0000	4.0000	6.0000			
26.000	4.0000	0.0000	10.000			
26.125	4.0000	3.0000	10.000			
26.250	3.0000	3.0000	5.0000			
26.375	4.0000	1.0000	9.0000			
26.500	0.0000	0.0000	9.0000			
26.625	6.0000	3.0000	15.000			
26.750	3.0000	0.0000	10.000			
26.875	4.0000	1.0000	8.0000			
27.000	5.0000	2.0000	11.000			
27.125	3.0000	1.0000	5.0000			
27.250	3.0000	2.0000	13.000			
27.375	3.0000	5.0000	5.0000			
27.500	4.0000	2.0000	14.000			
27.625	6.0000	4.0000	10.000			
27.750	4.0000	6.0000	8.0000			
27.875	2.0000	2.0000	12.000			
28.000	1.0000	1.0000	10.000			
28.125	5.0000	1.0000	10.000			
28.250	4.0000	2.0000	6.0000			
28.375	1.0000	3.0000	6.0000			
28.500	5.0000	6.0000	8.0000			
28.625	7.0000	1.0000	10.000			
28.750	3.0000	3.0000	5.0000			
28.875	2.0000	1.0000	3.0000			
29.000	4.0000	4.0000	8.0000			
29.125	5.0000	6.0000	7.0000			
29.250	3.0000	1.0000	7.0000			
29.375	5.0000	2.0000	9.0000			
29.500	3.0000	1.0000	6.0000			
29.625	8.0000	3.0000	14.000			
29.750	5.0000	3.0000	8.0000			
29.875	0.0000	1.0000	6.0000			
30.000	4.0000	4.0000	5.0000			
30.125	6.0000	2.0000	8.0000			
30.250	3.0000	1.0000	8.0000			
30.375	3.0000	4.0000	6.0000			
30.500	1.0000	1.0000	7.0000			
30.625	4.0000	0.0000	6.0000			
30.750	3.0000	0.0000	5.0000			
30.875	2.0000	0.0000	3.0000			
31.000	2.0000	2.0000	4.0000			
31.125	2.0000	2.0000	10.000			
31.250	3.0000	1.0000	6.0000			
31.375	2.0000	1.0000	10.000			
31.500	6.0000	1.0000	1.0000			
31.625	0.0000	1.0000	7.0000			
31.750	3.0000	2.0000	6.0000			
31.875	1.0000	2.0000	5.0000			
32.000	5.0000	3.0000	8.0000			
32.125	1.0000	3.0000	8.0000			
32.250	5.0000	1.0000	6.0000			
32.375	2.0000	1.0000	4.0000			
32.500	0.0000	3.0000	3.0000			
32.625	4.0000	0.0000	5.0000			
32.750	2.0000	2.0000	3.0000			
32.875	3.0000	1.0000	2.0000			
33.000	1.0000	1.0000	4.0000			
33.125	4.0000	1.0000	5.0000			
33.250	1.0000	0.0000	3.0000			
33.375	2.0000	1.0000	5.0000			
33.500	0.0000	0.0000	3.0000			
33.625	0.0000	2.0000	2.0000			
33.750	4.0000	6.0000	9.0000			
33.875	0.0000	0.0000	4.0000			
34.000	3.0000	1.0000	4.0000			
34.125	1.0000	2.0000	7.0000			
34.250	4.0000	3.0000	3.0000			
34.375	3.0000	1.0000	2.0000			
34.500	4.0000	3.0000	4.0000			
34.625	3.0000	0.0000	3.0000			
34.750	6.0000	0.0000	3.0000			
34.875	2.0000	1.0000	3.0000			
35.000	1.0000	1.0000	7.0000			
35.125	2.0000	2.0000	9.0000			
35.250	5.0000	0.0000	4.0000			
35.375	2.0000	2.0000	1.0000			
35.500	2.0000	0.0000	3.0000			
35.625	0.0000	1.0000	2.0000			
35.750	5.0000	1.0000	1.0000			
35.875	2.0000	1.0000	2.0000			
36.000	3.0000	2.0000	3.0000			
36.125	4.0000	4.0000	1.0000			
36.250	0.0000	1.0000	2.0000			
36.375	2.0000	1.0000	4.0000			
36.500	3.0000	0.0000	4.0000			
36.625	4.0000	0.0000	4.0000			
36.750	3.0000	3.0000	2.0000			
36.875	1.0000	0.0000	3.0000			
37.000	1.0000	0.0000	1.0000			
37.125	1.0000	3.0000	5.0000			
37.250	3.0000	2.0000	4.0000			
37.375	2.0000	2.0000	3.0000			
37.500	3.0000	1.0000	1.0000			
37.625	0.0000	1.0000	4.0000			
37.750	0.0000	0.0000	2.0000			
37.875	5.0000	1.0000	4.0000			
38.000	1.0000	2.0000	2.0000			
38.125	1.0000	0.0000	5.0000			
38.250	6.0000	0.0000	4.0000			
38.375	4.0000	0.0000	0.0000			
38.500	2.0000	0.0000	5.0000			
38.625	2.0000	3.0000	5.0000			
38.750	3.0000	0.0000	2.0000			
38.875	1.0000	0.0000	4.0000			
39.000	0.0000	1.0000	1.0000			
39.125	6.0000	2.0000	3.0000			
39.250	2.0000	1.0000	0.0000			
39.375	4.0000	4.0000	3.0000			
39.500	1.0000	0.0000	1.0000			
39.625	6.0000	0.0000	2.0000			
39.750	1.0000	0.0000	4.0000			
39.875	5.0000	1.0000	2.0000			
40.000	1.0000	1.0000	1.0000			
40.125	3.0000	0.0000	2.0000			
40.250	2.0000	0.0000	1.0000			
40.375	3.0000	0.0000	1.0000			
40.500	3.0000	2.0000	3.0000			
40.625	2.0000	0.0000	3.0000			
40.750	2.0000	0.0000	4.0000			
40.875	5.0000	1.0000	0.0000			
41.000	0.0000	1.0000	3.0000			
41.125	2.0000	0.0000	3.0000			
41.250	0.0000	1.0000	0.0000			
41.375	4.0000	0.0000	1.0000			
41.500	2.0000	1.0000	3.0000			
41.625	3.0000	1.0000	0.0000			
41.750	1.0000	2.0000	1.0000			
41.875	2.0000	0.0000	7.0000			
42.000	1.0000	2.0000	1.0000			
42.125	1.0000	1.0000	0.0000			
42.250	1.0000	1.0000	1.0000			
42.375	0.0000	1.0000	1.0000			
42.500	3.0000	0.0000	0.0000			
42.625	2.0000	1.0000	2.0000			
42.750	6.0000	0.0000	0.0000			
42.875	1.0000	1.0000	0.0000			
43.000	2.0000	0.0000	0.0000			
43.125	1.0000	0.0000	1.0000			
43.250	2.0000	1.0000	1.0000			
43.375	0.0000	0.0000	4.0000			
43.500	0.0000	1.0000	6.0000			
43.625	1.0000	0.0000	2.0000			
43.750	0.0000	3.0000	3.0000			
43.875	2.0000	0.0000	5.0000			
44.000	5.0000	1.0000	1.0000			
44.125	2.0000	2.0000	1.0000			
44.250	3.0000	0.0000	2.0000			
44.375	2.0000	1.0000	2.0000			
44.500	3.0000	0.0000	0.0000			
44.625	3.0000	0.0000	0.0000			
44.750	1.0000	1.0000	0.0000			
44.875	0.0000	0.0000	3.0000			
45.000	2.0000	0.0000	0.0000			
45.125	0.0000	1.0000	0.0000			
45.250	1.0000	0.0000	1.0000			
45.375	1.0000	1.0000	2.0000			
45.500	1.0000	1.0000	0.0000			
45.625	0.0000	2.0000	4.0000			
45.750	1.0000	1.0000	1.0000			
45.875	2.0000	1.0000	1.0000			
46.000	4.0000	0.0000	2.0000			
46.125	0.0000	0.0000	2.0000			
46.250	0.0000	1.0000	1.0000			
46.375	0.0000	1.0000	1.0000			
46.500	3.0000	0.0000	3.0000			
46.625	0.0000	0.0000	1.0000			
46.750	4.0000	1.0000	3.0000			
46.875	3.0000	0.0000	2.0000			
47.000	0.0000	0.0000	0.0000			
47.125	3.0000	1.0000	1.0000			
47.250	2.0000	0.0000	1.0000			
47.375	2.0000	3.0000	2.0000			
47.500	1.0000	1.0000	1.0000			
47.625	2.0000	2.0000	4.0000			
47.750	0.0000	0.0000	2.0000			
47.875	1.0000	0.0000	0.0000			
48.000	1.0000	1.0000	4.0000			
48.125	4.0000	0.0000	4.0000			
48.250	2.0000	0.0000	3.0000			
48.375	2.0000	0.0000	1.0000			
48.500	1.0000	2.0000	1.0000			
48.625	1.0000	1.0000	3.0000			
48.750	2.0000	0.0000	0.0000			
48.875	2.0000	1.0000	1.0000			
49.000	1.0000	0.0000	3.0000			
49.125	0.0000	0.0000	5.0000			
49.250	2.0000	0.0000	1.0000			
49.375	1.0000	0.0000	2.0000			
49.500	2.0000	0.0000	1.0000			
49.625	3.0000	2.0000	2.0000			
49.750	0.0000	0.0000	0.0000			
49.875	0.0000	0.0000	3.0000			
